season,week,team,inactive_tokens,inactive_count
2024,6,ATL,brandondorlus:DL:1|brandonparker:T:1|elijahwilkinson:OL:1|jasemcclellan:RB:1|jovaughngwyn:OL:1|kentaviusstreet:DL:1|troyandersen:LB:1,7
2024,6,BAL,adisaisaac:LB:1|broderickwashington:DE:1|devontezwalker:WR:1|malikharrison:LB:1|nicksamac:C:1|salaaumavaelaulu:G:0,6
2024,6,BUF,edefuanulofoshio:LB:1|edoliver:DT:1|jamescook:RB:1|joeandreessen:LB:1|mikeedwards:S:1|willclapp:OL:1,6
2024,6,CAR,andrewraym:C:1|jadeveonclowney:LB:1|jarrettkingston:G:1|joseyjewell:LB:1|shemarbartholomew:CB:1|taylormoton:RT:1|tommytremble:TE:1,7
2024,6,CHI,dominiquerobinson:DL:1|jaquanbrisker:DB:1|natedavis:OL:1|terellsmith:DB:1|tyriquestevenson:DB:1|velusjones:WR:1|zacchpickens:DL:1,7
2024,6,CIN,andrewstueber:OT:1|cedricjohnson:DE:1|jaytufele:DT:1|jermaineburton:WR:1|lawrenceguy:DT:1|tannermclachlan:TE:1,6
2024,6,CLE,dorianthompsonrobinson:QB:1|ethanpocic:C:1|grantdelpit:S:1|jamarithrash:WR:1|jordanhicks:LB:1|quintonjefferson:DT:1|ronniehickman:S:1,7
2024,6,DAL,caelencarson:CB:1|deucevaughn:RB:1|erickendricks:LB:1|johnstephens:TE:1|mattwaletzko:OT:1|micahparsons:DE:1|treylanceemergencythirdqb:QB:0,7
2024,6,DEN,alexpalczewski:OT:1|blakewatson:RB:1|gregdulcich:TE:1|jlskinner:S:1|keidronsmith:S:1|krisabramsdraine:CB:1|zachwilson:QB:1,7
2024,6,DET,colbysorsdal:OL:1|giovanimanu:T:0|isaiahwilliams:WR:1|jameshouston:DE:1|lorenstrickland:S:1,5
2024,6,GB,andredillard:OT:1|brentoncox:DL:1|devontewyatt:DL:1|johnfitzpatrick:TE:1|kitanoladapo:S:1|travisglovber:OT:0,6
2024,6,HOU,jimmieward:FS:1|kamarilassiter:CB:1|nickbroeker:OL:1|rashadweaver:OLB:1|robertwoods:WR:1,5
2024,6,IND,anthonygould:WR:1|anthonyrichardson:QB:1|dannypinter:C:1|gerardavery:DE:0|jonathantaylor:RB:1,5
2024,6,JAX,colevanlanen:OL:1|javonfoster:OL:1|jeremiahledbetter:DT:1|mylescole:DE:1|tylerlacy:DT:1,5
2024,6,LAC,brendenrice:WR:1|eastonstick:QB:1|jaasirtaylor:DB:0|joeybosa:LB:1|jordanmcfadden:OL:1|tonyjefferson:S:1,6
2024,6,LV,davanteadams:WR:1|jakobimeyers:WR:1|janariusrobinson:DE:1|samwebb:CB:1|thayermunford:RT:1|tommyeichenberg:LB:1|zamirwhite:RB:1,7
2024,6,NE,ericjohnson:DT:1|javonbaker:WR:1|joecardona:LS:1|laydenrobinson:OL:1|rhamondrestevenson:RB:1|tyquanthornton:WR:1,6
2024,6,NO,cesarruiz:C/G:1|derekcarr:QB:1|kendremiller:RB:1|khristianboyd:DT:1|lucaspatrick:G:1|petewerner:LB:1|taysomhill:TE:1,7
2024,6,NYG,brycefordwheaton:WR:1|devinsingletary:RB:1|jakekubas:G:1|jamiegillan:P:1|maliknabers:WR:1|tommydevito:QB:1|trehawkins:CB:1,7
2024,6,NYJ,braidenmcgregor:DL:1|carterwarren:OT:1|israelabanikanda:RB:1|jarrickbernardconverse:CB:1|malachicorley:WR:1|maxmitchell:OT:1|michaelcarter:CB:1,7
2024,6,PHI,byronyoung:DT:1|dariankinnard:G/T:1|eliricks:CB:1|nickgates:OL:1|tannermckee:QB:1|trevorkeegan:G:1,6
2024,6,PIT,alexhighsmith:LB:1|cordarrellepatterson:RB/KR:1|damontaekazee:S:1|kyleallen:QB:1|maxscharping:OG:1|mycolepruitt:TE:1|nickherbig:LB:1,7
2024,6,SEA,byronmurphy:DT:1|darekeyoung:WR:1|mylesadams:DE:1|oluoluwatimi:C:1|sataoalaumea:G:1|tariqwoolen:CB:0|trevisgipson:LB:1,7
2024,6,SF,benbartch:OL:1|braydenwillis:TE:1|charvariusward:CB:1|demetriusflanniganfowles:LB:1|jakemoody:K:1|jordanelliott:DL:1|joshuadobbs:QB:1,7
2024,6,TB,christianizien:S:1|devinculp:TE:1|grahambarton:C:1|kameronjohnson:WR:1|rachaadwhite:RB:1|treypalmer:WR:1,6
2024,6,TEN,calebmurphy:LB:1|davidmartinrobinson:TE:1|jaelynduncan:OL:1|jameswilliams:LB:1|keondrecoburn:DL:1|thomasodukoya:TE:1,6
2024,6,WAS,brianrobinson:RB:1|chrispaul:G:1|dominiquehampton:LB:1|emmanuelforbes:CB:1|jamindavis:DE:1|jeffdriskel:QB:1|tylerowens:S:1,7
2024,7,ARI,keitrelclark:CB:1|owenpappoe:LB:1|travisvokolek:TE:1|victordimukeje:LB:1|xavierthomas:LB:1|xavierweaver:WR:1,6
2024,7,ATL,antoniohamilton:CB:1|brandondorlus:DL:1|brandonparker:T:1|elijahwilkinson:OL:1|javaughgwyn:OL:0|kentaviusstreet:DL:1|troyandersen:LB:1,7
2024,7,BAL,adisaisaac:OLB:1|beaubrade:FS:1|broderickwashington:DT:1|malikharrison:LB:1|nicksamac:C:1|rasheenali:RB:1,6
2024,7,BUF,eddieulofoshio:LB:0|joeandreessen:LB:1|mikeedwards:S:1|willclapp:OL:1|zionlogue:DT:1,5
2024,7,CAR,ashawnrobinson:DE:1|claudincherelus:LB:1|jadeveonclowney:OLB:1|jonrhattigan:LB:1|joseyjewell:LB:1|taylormoton:RT:1|tommytremble:TE:1,7
2024,7,CIN,andrewstueber:OL:1|cedricjohnson:DE:1|jaytufele:DT:1|lawrenceguy:DT:1|tannermclachlan:TE:1|trentonirwin:WR:1,6
2024,7,CLE,jameiswinston:QB:1|jeromeford:RB:1|kahlefhailassie:CB:1|nathanielwatson:LB:1|quintonjefferson:DT:1|ronniehickman:S:1,6
2024,7,DEN,alexpalczewski:OT:1|dondreatillman:OLB:1|eyiomauwazurike:DL:1|gregdulcich:TE:1|krisabramsdraine:CB:1|patricksurtain:CB:0|zachwilson:QB:1,7
2024,7,DET,giovannimanu:OL:1|isaiahthomas:DL:1|isaiahwilliams:WR:1|kevinzeitler:OL:1|lorenstrickland:S:1|parkerhesse:TE:1,6
2024,7,GB,brentoncox:DE:1|devontewyatt:DT:1|jacobmonk:C:1|johnfitzpatrick:TE:1|kitanoladapo:FS:1|travisglover:OT:1,6
2024,7,HOU,azeezalshaair:MLB:1|henrytootoo:MLB:1|jimmieward:FS:1|kamarilassiter:CB:1|nickbroeker:OL:1|robertwoods:WR:1|stevensims:WR:1,7
2024,7,IND,anthonygould:WR:1|chrislammons:CB:1|dannypinter:C:1|ejspeed:LB:1|genardavery:DE:1|jonathantaylor:RB:1|samehlinger:QB:1,7
2024,7,JAX,colevanlanen:OL:1|eseziotomewo:DT:1|javonfoster:OL:1|maasonsmith:DT:1|mylescole:DE:1|travisetienne:RB:1,6
2024,7,KC,cjhanson:OL:1|clydeedwardshelaire:RB:1|ethandriskell:OT:1|malontuipulotu:DT:0|mikedanna:DE:0,5
2024,7,LAC,brendenjaimes:OL:1|deriusdavis:WR:1|eastonstick:QB:1|haydenhurst:TE:1|joeybosa:DE:1|jordanmcfadden:OL:1|quentinjohnston:WR:1,7
2024,7,LAR,codyschrader:RB:1|cooperkupp:WR:1|desjuanjohnson:DL:1|jonahwilliams:DL:1|stetsonbennett:QB:1|treadaviouswhite:CB:0,6
2024,7,LV,dylanlaube:RB:1|dylanparham:OL:1|jakobimeyers:WR:1|janariusrobinson:DL:1|kanaaimauga:LB:0|samwebb:CB:1|tommyeichenberg:LB:1,7
2024,7,MIA,andrewmeyer:OL:1|channingtindall:LB:1|emmanuelogbah:LB:1|ethanbonner:CB:1|jeffwilson:RB:1|jevonholland:S:1|skylarthompson:QB:1,7
2024,7,MIN,akaylebevans:CB:1|blakecashman:LB:1|brettrypien:QB:1|dwightmcglothern:CB:1|levidrakerodriguez:DL:1|mylesgaskin:RB:1|walterrouse:OL:1,7
2024,7,NE,javonbaker:WR:1|jeremiahpharms:DE:1|joemilton:QB:1|sionetakitaki:OLB:1|tyquanthornton:WR:1|vederianlowe:OT:1,6
2024,7,NO,cesarruiz:OL:1|chrisolave:WR:1|derekcarr:QB:1|jordanmims:RB:1|khalensaunders:DT:1|petewerner:LB:1|taysomhill:TE:1,7
2024,7,NYG,adoreeajackson:CB:0|anthonyjohnson:S:1|boogiebasham:OLB:0|christopherhubbard:OL:0|jamiegillan:P:1|tommydevito:QB:1,6
2024,7,NYJ,braidenmcgregor:LB:1|carterwarren:OT:1|djreed:CB:1|israelabanikanda:RB:1|malachicorley:WR:1|maxmitchell:OL:1|michaelcarter:CB:1,7
2024,7,PHI,byronyoung:DL:1|dallasgoedert:TE:1|dariankinnard:OL:1|eliricks:CB:1|tannermckee:QB:1|trevorkeegan:OL:1,6
2024,7,PIT,aaronshampklin:RB:1|cordarrellepatterson:RB/KR:1|damontaekazee:S:1|kyleallen:QB:1|nickherbig:LB:1|romanwilson:WR:1|zachfrazier:C:1,7
2024,7,SEA,cameronyoung:DT:1|mylesadams:DT:1|riqwoolen:CB:1|sataoalaumea:G:1|stoneforsythe:T:1|trebrown:CB:1|trevisgipson:LB:1,7
2024,7,SF,benbartch:OL:1|braydenwillis:TE:1|darrellluter:CB:1|jakemoody:K:1|jalengraham:LB:1|jauanjennings:WR:1|joshuadobbs:QB:1,7
2024,7,TB,cjbrewer:DL:1|jakecamarda:P:1|joseramirez:OLB:1|paynedurham:TE:1|roycenewman:OL:1,5
2024,7,TEN,calebmurphy:LB:1|davidmartinrobinson:TE:1|keondrecoburn:DL:1|leroywatson:OL:1|ljariussneed:CB:1|tyjaespears:RB:1|willlevis:QB:1,7
2024,7,WAS,chrispaul:G:1|dominiquehampton:LB:1|dorancearmstrong:DE:1|jeffdriskel:QB:1|tylerowens:S:1,5
2024,8,ARI,christianjones:OL:1|keitrelclark:CB:1|roylopez:DL:1|seanmurphybunting:CB:1|travisvokolek:TE:1|xavierweaver:WR:1,6
2024,8,ATL,brandondorlus:DL:1|brandonparker:T:1|elijahwilkinson:OL:1|jasemcclellan:RB:1|justinsimmons:S:1|kentaviusstreet:DL:1|troyandersen:ILB:1,7
2024,8,BAL,adisaisaac:OLB:1|davidojabo:OLB:1|marlonhumphrey:CB:1|natewiggins:CB:1|nicksamac:C:1|rasheenali:RB:1,6
2024,8,BUF,curtissamuel:WR:1|eddieulofoshio:LB:0|mikeedwards:S:1|terrelbernard:LB:1|willclapp:OL:1|zionlogue:DT:1,6
2024,8,CAR,andydalton:QB:1|danejackson:CB:1|diontaejohnson:WR:1|jammierobinson:S:1|jonathanharris:DE:1|shemarbartholomew:CB:1|yoshnijman:OT:1,7
2024,8,CHI,dominiquerobinson:DL:1|jaquanbrisker:DB:1|khalilherbert:RB:1|kylergordon:DB:1|natedavis:OL:1|zacchpickens:DL:1,6
2024,8,CIN,cedricjohnson:DE:1|daijahnanthony:S:1|jaytefele:DT:0|tannermclauchlan:TE:0|teehiggins:WR:1,5
2024,8,CLE,baileyzappe:QB:1|jedrickwills:OT:1|jeromeford:RB:1|jordanhicks:LB:1|quintonjefferson:DT:1|ronniehickman:S:1,6
2024,8,DAL,andrewbooth:CB:1|caelencarson:CB:1|mattwaletzko:OT:1|micahparsons:DE:1|ricodowdle:RB:1|treylance:QB:1,6
2024,8,DEN,alexpalczewski:OT:1|dondreatillman:LB:1|eyiomauwazurike:DL:1|gregdulcich:TE:1|krisabramsdraine:CB:1|pjlocke:S:1|zachwilson:QB:1,7
2024,8,DET,colbysorsdal:OL:1|giovannimanu:OL:1|joshpaschal:DL:0|lorenstrickland:S:1|parkerhesse:TE:1,5
2024,8,GB,andredillard:T:1|brentoncox:DL:1|coreyballentine:CB:1|kitanoladapo:S:1|quaywalker:LB:1|travisglover:T:1,6
2024,8,HOU,azeezalshaair:LB:1|henrytoaotoao:LB:0|jimmieward:S:1|mylesbryant:CB:1|nickbroeker:G:1|stevensims:WR:1,6
2024,8,IND,anthonygould:WR:1|dannypinter:C:1|davidlong:CB:1|genardavery:DE:1|isaiahland:DE:1|samehlinger:QB:1,6
2024,8,JAX,colevanlanen:OL:1|eseziotomewo:DT:1|javonfoster:OL:1|maasonsmith:DT:1|mylescole:DE:1|travisetienne:RB:1,6
2024,8,KC,cjhanson:OL:1|clydeedwardshelaire:RB:1|ethandriskell:OT:1|jujusmithschuster:WR:1|malontuipulotu:DT:0|mikedanna:DE:0,6
2024,8,LAC,deriusdavis:WR:1|eastonstick:QB:1|haydenhurst:TE:1|jordanmcfadden:OL:1|justineboigbe:DL:1|quentinjohnston:WR:1,6
2024,8,LAR,codyschrader:RB:1|desjuanjohnson:DE:1|jordanwhittington:WR:1|stetsonbennett:QB:1|treadaviouswhite:CB:0,5
2024,8,LV,dylanlaube:RB:1|dylanparham:OL:1|harrisonbryant:TE:1|kanaaimauga:LB:0|samwebb:CB:1|tyreikmcallister:WR:1|zachcarter:DT:0,7
2024,8,MIA,andrewmeyer:OL:1|jeffwilson:RB:1|kaderkohou:CB:1|mohamedkamara:LB:1|stormduck:CB:1|tannerconner:TE:1|zachsieler:DT:1,7
2024,8,MIN,akaylebevans:CB:1|blakecashman:LB:1|brettrypien:QB:1|dwightmcglothern:CB:1|levidrakerodriguez:DL:1|mylesgaskin:RB:1|walterrouse:OT:1,7
2024,8,NE,danielekuale:DT:1|jalynnpolk:WR:1|joemilton:QB:1|joshuauche:LB:1|kuledugger:S:0|laydenrobinson:OL:1,6
2024,8,NO,cedrickwilson:WR:1|dallinholker:TE:1|derekcarr:QB:1|jaylanford:LB:1|khristianboyd:DT:1|marquezvaldesscantling:WR:1|nicksaldiveri:G:1,7
2024,8,NYG,adoreejackson:CB:1|cordaleflott:CB:1|jakekubas:G:1|jamiegillan:P:1|jordonriley:DL:1|tommydevito:QB:1|tysummers:LB:1,7
2024,8,NYJ,alijahveratucker:G:1|allenlazard:WR:1|ashtyndavis:S:1|carterwarren:OT:1|israelabanikanda:RB:1|lekifotu:DL:1|tonyadams:S:1,7
2024,8,PHI,dallasgoedert:TE:1|eliricks:CB:1|mekhibecton:OL:1|tannermckee:QB:1|trevorkeegan:OL:1,5
2024,8,PIT,cjhenderson:CB:1|cordarrellepatterson:RB:1|justinfields:QB:1|nickherbig:OLB:1|zachfrazier:C:1,5
2024,8,SEA,cameronyoung:DT:1|dkmetcalf:WR:1|mikemorris:DE:1|mylesadams:DE:1|nehemiahpritchett:CB:1|sataoalaumea:OL:1|trevisgipson:LB:1,7
2024,8,SF,benbartch:OL:1|jakemoody:K:1|jalengraham:LB:1|jauanjennings:WR:1|joshuadobbs:QB:1|kevingivens:DL:1|rockyasin:CB:1,7
2024,8,TB,greggaines:DL:1|joseramirez:OLB:1|michaelpratt:QB:1|mikeevans:WR:1|roycenewman:OL:1|tykeesmith:DB:1,6
2024,8,TEN,davidmartinrobinson:TE:1|jeromebaker:LB:1|lajariussneed:CB:0|nicholaspetitfrere:OT:1|thomasodukoya:TE:1|tyjaespears:RB:1|willlevis:QB:1,7
2024,8,WAS,brandoncoleman:T:1|colsonyankoff:TE:1|darrickforrest:S:1|dominiquehampton:LB:1|jeffdriskel:QB:1,5
2024,9,ARI,christianjones:OL:1|dariusrobinson:DL:1|naquanjones:DL:1|seanmurphybunting:CB:1|travisvokolek:TE:1|xavierweaver:WR:1,6
2024,9,ATL,brandondorlus:DL:1|brandonparker:OT:1|elijahwilkinson:OL:1|jasemcclellan:RB:1|jdbertrand:LB:1|jovaughngwyn:OL:1|troyandersen:LB:1,7
2024,9,BAL,adisaisaac:OLB:1|brenturban:DE:1|davidojabo:OLB:1|eddiejackson:S:1|jalynarmourdavis:CB:1|nicksamac:C:1|rasheenali:RB:1,7
2024,9,BUF,amaricooper:WR:1|christianbenford:CB:1|mikeedwards:S:1|nickmorrow:LB:0|reggiegilliam:FB:1|willclapp:OL:1|zionlogue:DE:1,7
2024,9,CAR,djjohnson:OLB:1|feleipefranks:TE:1|ikemekwonu:LT:1|jammierobinson:S:1|shemarbartholomew:CB:1|tommytremble:TE:1,6
2024,9,CHI,braxtonjones:OL:1|byroncowart:DL:1|jaquanbrisker:DB:1|khalilherbert:RB:1|kiranamegadjie:OL:1|kylergordon:DB:1|montezsweat:DL:1,7
2024,9,CIN,charliejones:WR:1|jaytufele:DT:1|jermaineburton:WR:1|orlandobrown:OL:1|tannermclachlan:TE:1|teehiggins:WR:1|zackmoss:RB:1,7
2024,9,CLE,baileyzappe:QB:1|daontaforeman:RB:0|germainifedi:OT:1|jordanhicks:LB:1|quintonjefferson:DT:1,5
2024,9,DAL,andrewbooth:CB:1|daaronbland:CB:0|ezekielelliott:RB:1|kjhenry:DE:1|mattwaletzko:OT:1|micahparsons:LB:1|treylance:QB:1,7
2024,9,DEN,damarrimathis:CB:1|dondreatillman:OLB:1|frankcrum:OT:1|gregdulcich:TE:1|krisabramsdraine:CB:1|pjlocke:S:1|zachwilson:QB:1,7
2024,9,DET,christianmahogany:OL:1|colbysorsdal:OL:1|giovannimanu:OL:1|joshpaschal:DL:0|malcolmridriguez:LB:0|mekhiwingo:DL:1|sionevaki:RB:1,7
2024,9,GB,brentoncox:DL:1|evanwilliams:S:1|jairealexander:CB:1|joshmyers:C:1|malikheath:WR:1|travisglover:T:1,6
2024,9,HOU,azeezalshaair:LB:1|dameonpierce:RB:1|jarrettpatterson:OL:1|jimmieward:S:1|mylesbryant:CB:1,5
2024,9,IND,adamgotsis:DE:1|anthonygould:WR:1|bernhardreimann:OT:0|genardavery:DE:1|samehlinger:QB:1,5
2024,9,JAX,eseziotomewo:DT:1|ezracleveland:OL:1|javonfoster:OL:1|maasonsmith:DT:1,4
2024,9,KC,cjhanson:OL:1|clydeedwardshelaire:RB:1|ethandriskell:OT:1|jujusmithschuster:WR:1|marlontuipulotu:DT:1|michaeldanna:DE:1|nazeehjohnson:CB:1,7
2024,9,LAC,brendenjaimes:OL:1|djchark:WR:1|eastonstick:QB:1|jordanmcfadden:OL:1|justineboigbe:DL:1|kristianfulton:CB:1|stonesmartt:TE:1,7
2024,9,LAR,brennanjackson:LB:1|codyschrader:RB:1|ethanevans:P:1|jordanwhittington:WR:1|nevillegallimore:DT:1|stetsonbennet:QB:0|treadaviouswhite:CB:0,7
2024,9,LV,andrejames:C:1|dylanlaube:RB:1|janariusrobinson:DE:1|samwebb:CB:1|treytaylor:S:1,5
2024,9,MIA,andrewmeyer:OL:1|jeffwilson:RB:1|jevonholland:S:1|julianhill:TE:1|kaderkohou:CB:1|stormduck:CB:1|zachsieler:DT:1,7
2024,9,MIN,akaylebevans:CB:1|blakecashman:LB:1|brettrypien:QB:1|danfeeney:OL:1|dwightmcglothern:CB:1|walterrouse:OT:1,6
2024,9,NE,ericjohnson:DT:1|joemilton:QB:1|kjosborn:WR:1|kyledugger:S:1|tyquanthornton:WR:1,5
2024,9,NO,jamaalwilliams:RB:1|jaylanford:LB:1|johnridgeway:DT:1|koolaidmckinstry:CB:1|marshonlattimore:CB:1|ricopayton:CB:1|spencerrattler:QB:1,7
2024,9,NYG,brycefordwheaton:WR:1|jakekubas:G:1|jamiegillan:P:1|jordonriley:DL:1|tommydevito:QB:1|trehawkins:CB:1,6
2024,9,NYJ,alijahveratucker:UNK:1|ashtynadams:S:0|carterwarren:OT:1|cjmosley:LB:1|israelabanikanda:RB:1|quantezstiggers:CB:0|tonyadams:S:1,7
2024,9,PHI,dallasgoedert:TE:1|dariankinnard:G:1|dariusslay:CB:1|tannermckee:QB:1|trevorkeegan:G:1|tristinmccollum:S:1,6
2024,9,SEA,christianhaynes:G:1|dkmetcalf:WR:1|mylesadams:DE:1|nehemiahpritchett:CB:1|noahfant:TE:1|sataoalaumea:G:1|trevisgipson:LB:1,7
2024,9,TB,antoniogrier:LB:1|devinculp:TE:1|greggaines:DL:1|jalenmcmillan:WR:1|joseramirez:OLB:1|mikeevans:WR:1|roycenewman:G:1,7
2024,9,TEN,cedricgray:LB:1|davidmartinrobinson:TE:1|dillonradunz:OL:1|lajariussneed:CB:0|treavery:CB:1|tyjaespears:RB:1|willlevis:QB:1,7
2024,9,WAS,brianrobinson:RB:1|colsonyankoff:TE:1|corneliuslucas:OT:1|darrickforrest:S:1|dominiquehampton:LB:1|jeffdriskel:QB:1,6
2024,10,ARI,christianjones:OL:1|dariusrobinson:DL:1|jalenthompson:S:1|julianokwara:LB:1|travisvokolek:TE:1|xavierweaver:WR:1,6
2024,10,ATL,brandondorlus:DL:1|brandonparker:OT:1|elijahwilkinson:OL:1|jasemcclellan:RB:1|jdbertrand:LB:1|jovaughngwyn:OL:1|rashaanevans:LB:1,7
2024,10,BAL,adisaisaac:OLB:1|brenturban:DE:1|isaiahlikely:TE:1|jalynarmourdavis:CB:1|nicksamac:C:1|rasheenali:RB:1|tredaviouswhite:CB:1,7
2024,10,BUF,amaricooper:WR:1|edefuanulofoshio:LB:1|keoncoleman:WR:1|kjhamler:WR:1|reggiegilliam:FB:1|willclapp:OL:1,6
2024,10,CAR,charlesharris:OLB:1|ikemekwonu:OT:1|jadencrumedy:DT:1|jammierobinson:S:1|jonathonbrooks:RB:1|shemarbartholomew:CB:1|tommytremble:TE:1,7
2024,10,CHI,ameerspeed:DB:1|braxtonjones:OL:1|darnellwright:OL:1|darrelltaylor:DL:1|jaquanbrisker:DB:1|kiranamegadjie:OL:1|natedavis:OL:1|noahsewell:LB:1,8
2024,10,CIN,cedricjohnson:DE:1|charliejones:WR:1|kendallmilton:HB:1|orlandobrown:OT:1|tannermclachlan:TE:1|teehiggins:WR:1,6
2024,10,DAL,daaronbland:CB:0|dakprescott:QB:1|deucevaughn:RB:1|jonathanmingo:WR:1|juanyehthomas:S:1|kjhenry:DE:1|tylerguyton:OT:1,7
2024,10,DEN,calvinthrockmorton:G:1|eyiomauwazurike:DL:1|frankcrum:OT:1|gregdulcich:TE:1|keidronsmith:DB:1|krisabramsdraine:CB:1|zachwilson:QB:1,7
2024,10,DET,christianmahogany:OL:1|colbysorsdal:OL:1|giovannimanu:OL:1|lorenstrickland:S:1|malcolmrodriguez:LB:1|taylordecker:OL:1|zadariussmith:DL:1,7
2024,10,HOU,dameonpierce:RB:1|jamalhill:ILB:1|mylesbryant:CB:1|nicocollins:WR:1|willanderson:DE:1|zacharythomas:T:0,6
2024,10,IND,adamgotsis:DT:1|anthonygould:WR:1|darrenhall:S:1|genardavery:DE:1|michaelpittman:WR:1|samehlinger:QB:1,6
2024,10,JAX,eseziotomewo:DT:1|ezracleveland:OL:1|maasonsmith:DT:1|mylescole:DE:1|trevorlawrence:QB:1,5
2024,10,KC,cameronthomas:DE:1|cjhanson:OL:1|clydeedwardshelaire:RB:1|ethandriskell:OT:1|jujusmithschuster:WR:1|marlontuipulotu:DT:1,6
2024,10,LAC,eastonstick:QB:1|jordanmcfadden:OL:1|justineboigbe:DL:1|kimanividal:RB:1|kristianfulton:CB:1|stonesmartt:TE:1|treypipkins:T:1,7
2024,10,LAR,codyschrader:RB:1|desjuanjohnson:DL:1|dylanmcmahon:OL:1|nevillegallimore:DL:1|robhavenstein:OL:1|stetsonbennett:QB:1,6
2024,10,MIA,alecingold:FB:1|andrewmeyer:OL:1|deeeskridge:WR:1|ethanbonner:CB:1|jeffwilson:RB:1|mohamedkamara:LB:1|stormduck:CB:1,7
2024,10,MIN,brettrypien:QB:1|danfeeney:OL:1|dwightmcglothern:CB:1|fabianmoreau:CB:1|levidrakerodriguez:DT:1|walterrouse:T:1,6
2024,10,NE,christianelliss:LB:1|ericjohnson:DT:1|joemilton:QB:1|kyledugger:S:1|tyquanthornton:WR:1|tyreserobinson:OL:1|yannickngakoue:DE:0,7
2024,10,NO,cedrickwilson:WR:1|jamaalwilliams:RB:1|jaylanford:LB:1|khristianboyd:DT:1|koolaidmckinstry:CB:1|lucaspatrick:G/C:1|spencerrattler:QB:1,7
2024,10,NYG,brycefordwheaton:WR:1|dariusmuasau:LB:1|dariusslayton:WR:1|jakekubas:G:1|jasonpinnock:S:1|jordonriley:DL:1|tommydevito:QB:1,7
2024,10,NYJ,carterwarren:OT:1|cjmosley:LB:1|izzyabanikanda:RB:0|jakehanson:G:1|solomonthomas:DT:1,5
2024,10,PHI,dariankinnard:G/T:1|eliricks:CB:1|tannermckee:QB:1|trevorkeegan:G:1|tristinmccollum:S:1,5
2024,10,PIT,cjhenderson:CB:1|kyleallen:QB:1|maxscharping:G:1|nickherbig:LB:1|scottmiller:WR:1,5
2024,10,SF,benbartch:OL:1|braydenwillis:TE:1|charvariusward:CB:1|chrisconley:WR:1|joshuadobbs:QB:1|kevingivens:DL:1,6
2024,10,TB,antoniogrier:LB:1|devinculp:TE:1|earnestbrown:DL:1|joseramirez:OLB:1|mikeevans:WR:1|roycenewman:G:1|tykeesmith:S:1,7
2024,10,TEN,cedricgray:LB:1|davidmartinrobinson:TE:1|gabejeudylally:CB:1|joshuakelley:RB:1|lajariussneed:CB:0|mikeedwards:S:1,6
2024,10,WAS,austinseibert:K:1|brianrobinson:RB:1|corneliuslucas:T:1|darrickforrest:S:1|dominiquehampton:LB:1|jeffdriskel:QB:1|marshonlattimore:CB:1,7
2024,11,ATL,antoniohamilton:CB:1|brandonparker:T:1|charliewoerner:TE:1|deealford:CB:1|jdbertrand:LB:1|mikehughes:CB:1|troyandersen:LB:1,7
2024,11,BAL,arthurmaulet:CB:1|davidojabo:LB:1|devontezwalker:WR:1|eddiejackson:S:1|nicksamac:C:1|rasheenali:RB:1,6
2024,11,BUF,daltonkincaid:TE:1|edefuanulofoshio:LB:1|kaiirelam:CB:1|keoncoleman:WR:1|spencerbrown:OT:1|willclapp:OL:1,6
2024,11,CHI,ameerspeed:DB:1|dominiquerobinson:DL:1|kiranamegadjie:OL:1|tevenjenkins:OL:1,4
2024,11,CIN,charliejones:WR:1|daijahnanthony:S:1|isaiahwilliams:WR:1|joebachie:LB:1|orlandobrown:OT:1|sheldonrankins:DT:1|tannermclachlan:TE:1,7
2024,11,CLE,baileyzappe:QB:1|chigozieanusiem:CB:1|dontaforeman:RB:1|jaelondarden:WR:1|jedrickwills:OT:1,5
2024,11,DAL,damoneclark:ILB:1|daronbland:CB:1|hunterluepke:FB:1|jalenbrooks:WR:1|jourdanlewis:CB:1|kjhenry:DE:1|mattwaletzko:OT:1,7
2024,11,DEN,brandonjones:S:1|calvinthrockmorton:G:1|eyiomauwazurike:DL:1|frankcrum:T:1|gregdulcich:TE:1|krisabramsdraine:CB:1|zachwilson:QB:1,7
2024,11,DET,alquadinmuhammad:DL:1|christianmahogany:OL:1|colbysorsdal:OL:1|giovannimanu:OL:1|lorenstrickland:S:1|samlaporta:TE:1,6
2024,11,GB,colbywooden:DL:1|kitanoladapo:S:1|robertrochell:CB:1|travisglover:OT:1,4
2024,11,HOU,blakefisher:OT:1|foleyfatukasi:DT:1|jamalhill:ILB:1|kamarilassiter:CB:1|stevensims:WR:1|willanderson:DE:1,6
2024,11,IND,anthonygould:WR:1|bernhardraimann:OT:1|darrenhall:S:1|genardavery:DE:1|joshsills:G:1|samehlinger:QB:1|willmallory:TE:1,7
2024,11,JAX,deantreprince:CB:1|eseziotomewo:DT:1|javonfoster:OL:1|maasonsmith:DT:1|tankbigsby:RB:1|trevorlawrence:QB:1|yasirabdullah:LB:1,7
2024,11,KC,cameronthomas:DE:1|cjhanson:OL:1|clydeedwardshelaire:CB:1|kingsleysuamataia:OT:1|marlontuipulotu:DT:1,5
2024,11,LAC,brendenjaimes:OL:1|djchark:WR:1|eastonstick:QB:1|haydenhurst:TE:1|jordanmcfadden:OL:1|khalilmack:OLB:1|kimanividal:RB:1,7
