season,week,team,opponent,player_clean_key,actual_pass_yards,actual_attempts,pred_pass_yards,pred_attempts,pred_ypa,actual_qb_attempt_share,actual_ypa,implied_pred_ypa,det_pass_yards
2024,9,CLE,LAC,jameiswinston,235,46,163.0281614,22.9456089,7.137832575,1,5.108695652,7.10498301,163.7819147
2024,9,DEN,BAL,bonix,223,33,188.8482439,30.11810544,6.252164764,0.9705882353,6.757575758,6.270256417,188.3033576
2024,9,DET,GB,jaredgoff,145,22,237.441911,29.55266796,8.048976064,1,6.590909091,8.034533845,237.8687171
2024,9,GB,DET,jordanlove,273,39,219.7565438,30.27540643,7.290088418,1,7,7.258582781,220.7103898
2024,9,HOU,NYJ,cjstroud,191,30,240.4227585,32.14042904,7.457297056,0.9677419355,6.366666667,7.480384227,239.6807269
2024,9,JAX,PHI,trevorlawrence,169,31,227.0464085,31.12373845,7.273519526,1,5.451612903,7.294959404,226.3791194
2024,9,KC,TB,patrickmahomes,291,44,223.5901921,31.63958119,7.076228099,1,6.613636364,7.066787349,223.8888935
2024,9,LAC,CLE,justinherbert,282,27,217.0498139,31.22583451,6.906087375,1,10.44444444,6.9509692,215.6483415
2024,9,LAR,SEA,matthewstafford,298,44,250.4000167,34.02799789,7.372976986,1,6.772727273,7.358646769,250.8876453
2024,9,MIA,BUF,tuatagovailoa,231,28,223.3008534,29.17392064,7.652857919,1,8.25,7.654125619,223.2638696
2024,9,MIN,IND,samdarnold,290,34,185.0206295,28.75826468,6.449028333,0.9714285714,8.529411765,6.433650694,185.4628637
2024,9,NE,TEN,drakemaye,206,41,136.3429349,21.76605722,6.268463796,1,5.024390244,6.264016194,136.4397417
2024,9,NO,CAR,derekcarr,236,31,233.2236331,31.64061005,7.36623126,0.96875,7.612903226,7.37102201,233.0720508
2024,9,NYG,WAS,danieljones,174,26,191.1720359,31.57338992,6.049975732,1,6.692307692,6.054846705,191.0182428
2024,9,NYJ,HOU,aaronrodgers,211,32,208.6474148,32.52266162,6.411946726,1,6.59375,6.415447088,208.5335737
2024,9,PHI,JAX,jalenhurts,230,24,234.3752915,31.80451641,7.385458438,1,9.583333333,7.369245565,234.890934
2024,9,SEA,LAR,genosmith,363,34,236.5755586,33.46343395,7.065773051,1,10.67647059,7.069673688,236.4450298
2024,9,TB,KC,bakermayfield,200,31,227.3556762,31.55759588,7.200497768,1,6.451612903,7.204467574,227.2303987
2024,9,TEN,NE,masonrudolph,240,33,196.988087,28.35295602,6.898298153,1,7.272727273,6.947708973,195.5871442
2024,9,WAS,NYG,jaydendaniels,209,22,157.3856211,21.91031836,7.259850186,1,9.5,7.18317363,159.0656288
2024,10,ARI,NYJ,kylermurray,266,24,212.3542404,30.85033704,6.875856972,1,11.08333333,6.883368571,212.122505
2024,10,ATL,NO,kirkcousins,306,38,258.5073311,34.51352824,7.473828267,1,8.052631579,7.490029108,257.9481829
2024,10,BAL,CIN,lamarjackson,290,33,258.1018825,30.05519052,8.610714685,1,8.787878788,8.587597618,258.7966704
2024,10,BUF,IND,joshallen,280,37,220.4526059,29.46599562,7.467929577,1,7.567567568,7.481593654,220.0499802
2024,10,CHI,NE,calebwilliams,120,30,213.99114,32.65713449,6.57858001,1,4,6.552661261,214.8375721
2024,10,CIN,BAL,joeburrow,428,56,215.3495758,31.7505251,6.802417327,1,7.642857143,6.78255163,215.9803221
2024,10,DEN,KC,bonix,215,30,188.2622354,30.30195345,6.205823867,1,7.166666667,6.212874548,188.048586
2024,10,DET,HOU,jaredgoff,240,30,238.4345957,29.72781124,8.017357338,1,8,8.020590341,238.3384856
2024,10,HOU,DET,cjstroud,232,33,236.1612057,31.95216499,7.441640543,1,7.03030303,7.391086201,237.7765264
2024,10,KC,DEN,patrickmahomes,266,42,229.3597787,32.4822236,7.086087508,1,6.333333333,7.061086135,230.1718789
2024,10,LAC,TEN,justinherbert,164,18,223.5309031,31.25740561,7.153479514,1,9.111111111,7.151294189,223.5992107
2024,10,LAR,MIA,matthewstafford,293,46,253.202871,34.23327458,7.377100646,1,6.369565217,7.39639646,252.542312
2024,10,MIA,LAR,tuatagovailoa,207,28,230.7307919,29.8667658,7.7176759,1,7.392857143,7.725335693,230.5020186
2024,10,MIN,JAX,samdarnold,241,38,191.165113,29.24712212,6.564845041,1,6.342105263,6.53620251,192.0028246
2024,10,NE,CHI,drakemaye,184,25,153.0873194,24.8202945,6.162509616,1,7.36,6.167828484,152.9553035
2024,10,NO,ATL,derekcarr,269,25,233.5139628,31.85041599,7.409226239,1,10.76,7.331582822,235.9869379
2024,10,NYG,CAR,danieljones,190,37,193.4244523,31.33872122,6.174997633,1,5.135135135,6.172059509,193.5165293
2024,10,NYJ,ARI,aaronrodgers,151,35,211.1514027,32.4891661,6.467010528,1,4.314285714,6.499132728,210.1077792
2024,10,PHI,DAL,jalenhurts,202,20,238.5104444,31.67745442,7.506170623,0.9090909091,10.1,7.52934378,237.7763778
2024,10,PIT,WAS,russellwilson,195,28,221.5819387,30.9946228,7.120385751,0.9655172414,6.964285714,7.149044535,220.6936705
2024,10,SF,TB,brockpurdy,353,36,260.2703703,29.87562483,8.71994677,1,9.805555556,8.711796717,260.5138582
2024,10,TB,SF,bakermayfield,116,29,225.1830027,31.22054659,7.192790411,1,4,7.212654077,224.5628482
2024,10,WAS,PIT,jaydendaniels,202,34,168.6306158,22.69410709,7.442209054,1,5.941176471,7.430590465,168.8942893
2024,11,ATL,DEN,kirkcousins,173,27,259.767264,34.71551568,7.513409607,0.8709677419,6.407407407,7.482742481,260.831889
2024,11,BAL,PIT,lamarjackson,207,33,255.7311433,30.10143625,8.459167572,1,6.272727273,8.495645894,254.6330934
2024,11,BUF,KC,joshallen,262,40,220.5181321,29.97914385,7.336316028,1,6.55,7.355718138,219.9364735
2024,11,CHI,GB,calebwilliams,231,31,209.5026631,32.66634012,6.431417933,1,7.451612903,6.413410939,210.0908857
2024,11,CIN,LAC,joeburrow,356,50,223.8826622,32.49811397,6.849016892,1,7.12,6.889097083,222.5801315
2024,11,CLE,NO,jameiswinston,395,46,160.9046505,23.2113137,6.948553366,0.9787234043,8.586956522,6.932164743,161.2850519
2024,11,DAL,HOU,cooperrush,354,55,129.3707019,25.1254812,5.150356427,0.9821428571,6.436363636,5.148984048,129.4051836
2024,11,DEN,ATL,bonix,307,33,193.9008735,30.37379035,6.40780722,1,9.303030303,6.383822079,194.6293931
2024,11,DET,JAX,jaredgoff,412,29,245.300183,30.46746442,8.031508999,0.8787878788,14.20689655,8.051217509,244.6997146
2024,11,GB,CHI,jordanlove,261,17,224.866309,30.63846078,7.324013548,1,15.35294118,7.339347452,224.3965018
2024,11,HOU,DAL,cjstroud,257,34,239.6968956,32.15388808,7.440094825,1,7.558823529,7.454678421,239.2279763
2024,11,KC,BUF,patrickmahomes,196,33,231.5157993,32.51473588,7.070823295,1,5.939393939,7.120334613,229.9059519
2024,11,LAC,CIN,justinherbert,297,36,218.3207277,30.39486602,7.178637263,1,8.25,7.182815925,218.1937178
2024,11,LAR,NE,matthewstafford,295,27,252.2122807,34.62322529,7.351645183,1,10.92592593,7.284482558,254.5376674
2024,11,LV,MIA,gardnerminshew,282,43,158.4293266,23.10555935,6.850151725,1,6.558139535,6.856762226,158.2765872
2024,11,MIA,LV,tuatagovailoa,288,36,226.8200477,29.46093347,7.719882095,1,8,7.699010893,227.4349328
2024,11,MIN,TEN,samdarnold,246,32,197.1966774,30.11299478,6.570781404,1,7.6875,6.548557486,197.8659061
2024,11,NE,LAR,drakemaye,282,39,154.1465519,24.64831226,6.293229552,1,7.230769231,6.253838,155.1174872
2024,11,NO,CLE,derekcarr,248,27,237.8633593,31.38536518,7.571048961,0.9310344828,9.185185185,7.578798523,237.6201364
2024,11,NYJ,IND,aaronrodgers,184,29,207.1981618,32.47828119,6.362211942,1,6.344827586,6.379591352,206.6337084
2024,11,PHI,WAS,jalenhurts,221,28,234.3065082,30.66977748,7.624769752,1,7.892857143,7.639654653,233.8499916
2024,11,PIT,BAL,russellwilson,205,36,221.4762934,31.14983514,7.13170411,1,5.694444444,7.110030998,222.1514073
2024,11,SEA,SF,genosmith,221,32,244.6607437,33.88196891,7.253015609,1,6.90625,7.22097185,245.7464493
2024,11,SF,SEA,brockpurdy,159,28,262.0380769,29.86053353,8.778217075,1,5.678571429,8.775398357,262.1222453
2024,11,WAS,PHI,jaydendaniels,191,32,176.0092857,23.21344849,7.513980525,1,5.96875,7.582211911,174.4253999
2024,12,ARI,SEA,kylermurray,285,37,216.999891,30.8185439,7.033651367,1,7.702702703,7.041211671,216.7668934
2024,12,BAL,LAC,lamarjackson,177,22,259.9694721,30.36265207,8.523173073,1,8.045454545,8.562146399,258.7861386
2024,12,CHI,MIN,calebwilliams,340,47,209.9339817,32.5246951,6.459308301,0.9791666667,7.234042553,6.454602604,210.087033
2024,12,CLE,PIT,jameiswinston,219,27,186.4322175,26.94058366,6.934147367,1,8.111111111,6.92012541,186.8099772
2024,12,DAL,WAS,cooperrush,247,32,132.3691345,25.63344029,5.22206242,1,7.71875,5.163923882,133.8594252
2024,12,DEN,LV,bonix,273,42,199.858172,30.50255538,6.54435275,1,6.5,6.55217799,199.6194822
2024,12,DET,IND,jaredgoff,269,36,244.6700747,29.54670787,8.24694894,1,7.472222222,8.280789719,243.6701911
2024,12,GB,SF,jordanlove,163,23,227.3018764,29.8463007,7.634637654,1,7.086956522,7.615747045,227.8656912
2024,12,HOU,TEN,cjstroud,247,33,237.4166486,31.9049654,7.423234811,1,7.484848485,7.441369881,236.8380498
2024,12,KC,CAR,patrickmahomes,269,37,227.0052859,32.45430545,7.005231817,1,7.27027027,6.994612356,227.3499331
2024,12,LAC,BAL,justinherbert,218,36,219.8286887,30.57380588,7.197768558,1,6.055555556,7.190098922,220.0631786
2024,12,LAR,PHI,matthewstafford,243,36,257.307965,34.38581851,7.467042554,1,6.75,7.482967576,256.7603701
2024,12,MIA,NE,tuatagovailoa,317,40,249.0142072,32.46887695,7.706526133,1,7.925,7.669319995,250.2222487
2024,12,MIN,CHI,samdarnold,330,34,200.6529746,30.28995982,6.591657155,0.9714285714,9.705882353,6.624405441,199.6610304
2024,12,NE,MIA,drakemaye,222,37,158.1133097,24.86597096,6.38441004,0.9736842105,6,6.358621989,158.7545547
2024,12,NYG,TB,tommydevito,189,31,146.6803433,23.65659443,6.214336302,0.96875,6.096774194,6.200399797,147.0100336
2024,12,PHI,LAR,jalenhurts,179,22,238.7895442,31.31652094,7.613005841,1,8.136363636,7.625034233,238.4128568
2024,12,PIT,CLE,russellwilson,270,28,222.4791463,31.69526933,7.031143673,0.9655172414,9.642857143,7.019317108,222.8539924
2024,12,SEA,ARI,genosmith,254,31,242.4466772,33.73223321,7.217603506,1,8.193548387,7.18738886,243.4658847
2024,12,TB,NYG,bakermayfield,294,30,220.9403606,31.36491455,7.059269848,1,9.8,7.044188188,221.4133956
2024,12,WAS,DAL,jaydendaniels,275,38,225.3967041,30.40403295,7.389322901,1,7.236842105,7.413381787,224.6652169
2024,13,ARI,MIN,kylermurray,260,45,217.5434634,30.99654744,7.060744982,1,5.777777778,7.018312727,218.8587168
2024,13,ATL,LAC,kirkcousins,245,39,250.1225906,33.54039845,7.452837804,1,6.282051282,7.45735299,249.9711495
2024,13,BAL,PHI,lamarjackson,237,36,261.1294472,30.5503326,8.51202799,1,6.583333333,8.54751569,260.0452862
2024,13,BUF,SF,joshallen,148,17,223.3839142,30.18284863,7.436246777,0.9444444444,8.705882353,7.401021585,224.4471108
2024,13,CHI,DET,calebwilliams,256,39,211.1480137,32.49613336,6.514625387,1,6.564102564,6.497635007,211.7001354
2024,13,CIN,PIT,joeburrow,309,38,224.9333808,33.05554032,6.843931345,1,8.131578947,6.804710454,226.2298485
2024,13,CLE,DEN,jameiswinston,497,58,233.1132215,33.39779834,6.990020541,1,8.568965517,6.979897871,233.4512964
2024,13,DAL,NYG,cooperrush,195,36,158.7754132,29.38859916,5.387544687,1,5.416666667,5.402619307,158.3323912
2024,13,DEN,CLE,bonix,294,35,199.6801337,31.07737975,6.420069994,1,8.4,6.425256418,199.5189532
2024,13,DET,CHI,jaredgoff,221,34,256.9939737,31.47986428,8.224390773,1,6.5,8.16375736,258.9027053
2024,13,GB,MIA,jordanlove,274,28,229.4220833,30.01642362,7.619356657,1,9.785714286,7.643218467,228.7058371
2024,13,HOU,JAX,cjstroud,242,34,235.7430147,31.63320243,7.431351593,1,7.117647059,7.452391684,235.0774492
2024,13,KC,LV,patrickmahomes,306,46,229.9845312,32.54742432,7.021183471,1,6.652173913,7.066136137,228.5214377
2024,13,LAC,ATL,justinherbert,147,23,222.4526082,30.52598846,7.233215786,0.9583333333,6.391304348,7.287318754,220.8010616
2024,13,LAR,NO,matthewstafford,183,24,255.545561,34.41036499,7.446620838,1,7.625,7.426412392,256.240941
2024,13,LV,KC,aidanoconnell,340,35,150.6653264,23.58761966,6.36123004,1,9.714285714,6.387474809,150.0462747
2024,13,MIA,GB,tuatagovailoa,365,46,252.9662715,32.70039698,7.723227441,1,7.934782609,7.735877693,252.5526033
2024,13,MIN,ARI,samdarnold,235,31,202.6885269,30.29361255,6.713134244,1,7.580645161,6.690800793,203.3650877
2024,13,NE,IND,drakemaye,238,30,194.9532486,30.98749268,6.310087928,1,7.933333333,6.29135279,195.5338035
2024,13,NO,LAR,derekcarr,184,37,233.2707153,30.61231595,7.621292434,1,4.972972973,7.620159013,233.305412
2024,13,NYJ,SEA,aaronrodgers,185,39,203.5757437,32.26492775,6.338563207,1,4.743589744,6.309505643,204.5132839
2024,13,PHI,BAL,jalenhurts,118,19,239.9128286,31.27673199,7.638524878,1,6.210526316,7.670648862,238.9080954
2024,13,PIT,CIN,russellwilson,414,38,225.9855633,31.46524624,7.163399372,1,10.89473684,7.182068798,225.3981252
2024,13,SEA,NYJ,genosmith,206,31,246.0246141,33.81705556,7.259885028,1,6.64516129,7.275163671,245.5079353
2024,13,SF,BUF,brockpurdy,94,18,253.8085496,29.34159762,8.643296363,1,5.222222222,8.650127131,253.608124
2024,13,TB,CAR,bakermayfield,235,33,226.9145176,31.23467337,7.305644715,0.9705882353,7.121212121,7.264827616,228.1894264
2024,13,WAS,TEN,jaydendaniels,206,30,228.2840043,30.87074821,7.390054868,1,6.866666667,7.394832245,228.1365231
2024,14,ARI,SEA,kylermurray,259,38,219.0811829,31.39142235,6.972319598,1,6.815789474,6.979014217,218.8710293
2024,14,ATL,MIN,kirkcousins,344,37,248.7359927,33.87207193,7.372464649,1,9.297297297,7.343394676,249.7206529
2024,14,BUF,LAR,joshallen,342,37,220.1664161,29.54816513,7.448772493,1,9.243243243,7.451102806,220.0975596
2024,14,CHI,SF,calebwilliams,134,23,211.6000448,32.42330253,6.466323257,0.9583333333,5.826086957,6.526171867,209.6595552
2024,14,CIN,DAL,joeburrow,369,44,225.7792922,32.79893431,6.857100348,1,8.386363636,6.883738663,224.9055839
2024,14,CLE,PIT,jameiswinston,212,41,240.5339825,34.18121151,7.020021443,1,5.170731707,7.03702332,239.9528377
2024,14,DAL,CIN,cooperrush,183,31,179.7972446,33.79945354,5.351530194,1,5.903225806,5.319531111,180.8787962
2024,14,DET,GB,jaredgoff,283,41,258.2846318,31.68830828,8.129986977,1,6.902439024,8.15078639,257.6255336
2024,14,GB,DET,jordanlove,206,20,241.3166583,31.39445331,7.6673352,1,10.3,7.686601702,240.711797
2024,14,JAX,TEN,macjones,220,31,135.4796424,22.05275551,6.137283241,1,7.096774194,6.143433748,135.3440068
2024,14,KC,LAC,patrickmahomes,210,37,228.4076472,32.86408039,6.975186147,1,5.675675676,6.950069634,229.2330783
2024,14,LAC,KC,justinherbert,213,30,213.0747263,30.04462637,7.101270825,1,7.1,7.091941289,213.3550287
2024,14,LAR,BUF,matthewstafford,320,30,251.3280664,34.14656679,7.420173111,1,10.66666667,7.360273375,253.3734367
2024,14,MIA,NYJ,tuatagovailoa,331,47,250.9281823,32.84918233,7.693754093,1,7.042553191,7.638795382,252.733531
2024,14,MIN,ATL,samdarnold,347,28,204.8663935,30.35963107,6.711298365,1,12.39285714,6.747986924,203.7525424
2024,14,NO,NYG,derekcarr,219,31,243.4605207,32.37174879,7.478603035,1,7.064516129,7.520771344,242.0954588
2024,14,NYJ,MIA,aaronrodgers,339,39,203.0251452,32.48006894,6.206253261,1,8.692307692,6.250760906,201.5795338
2024,14,PHI,CAR,jalenhurts,108,21,236.9298087,31.27723197,7.554706518,1,5.142857143,7.575152718,236.2903082
2024,14,PIT,CLE,russellwilson,158,26,232.5431241,31.71433934,7.291236733,1,6.076923077,7.332428453,231.2367559
2024,14,SEA,ARI,genosmith,233,30,240.0421458,33.45585395,7.205112197,1,7.766666667,7.17489221,241.0531813
2024,14,SF,CHI,brockpurdy,325,25,245.333034,28.91614095,8.482556005,0.9615384615,13,8.484293754,245.282785
2024,14,TB,LV,bakermayfield,295,29,226.5371588,31.38073796,7.266239425,1,10.17241379,7.218987617,228.0199554
2024,14,TEN,JAX,willlevis,168,32,210.201219,30.47005323,6.932068063,1,5.25,6.898616731,211.2204829
2024,15,ARI,NE,kylermurray,224,30,226.8493509,31.68644253,7.129925591,0.9375,7.466666667,7.159192791,225.9219775
2024,15,ATL,LV,kirkcousins,112,17,255.8083548,34.09063519,7.470135997,1,6.588235294,7.50377203,254.6616811
2024,15,BAL,NYG,lamarjackson,290,25,260.0532186,30.770976,8.43839639,1,11.6,8.45125025,259.6576928
2024,15,BUF,DET,joshallen,362,34,223.4093111,29.57551842,7.535212649,1,10.64705882,7.553859512,222.8578205
2024,15,CHI,MIN,calebwilliams,191,31,205.6356335,31.82255415,6.470115755,0.96875,6.161290323,6.461946218,205.895609
2024,15,CIN,TEN,joeburrow,271,37,227.5211137,32.82852243,6.934395419,1,7.324324324,6.930592572,227.6459555
2024,15,DAL,CAR,cooperrush,214,29,191.4366291,35.45972463,5.416299566,1,7.379310345,5.398706027,192.0604911
2024,15,DEN,IND,bonix,130,33,208.8271487,31.44394887,6.637527958,1,3.939393939,6.64125074,208.7100897
2024,15,DET,BUF,jaredgoff,494,59,259.365671,31.99211657,8.112219591,1,8.372881356,8.107174481,259.5270748
2024,15,GB,SEA,jordanlove,229,27,241.4237152,30.74978827,7.791222554,1,8.481481481,7.851231789,239.5784439
2024,15,HOU,MIA,cjstroud,131,26,238.0481329,31.83798372,7.413409307,1,5.038461538,7.476859558,236.0280048
2024,15,IND,DEN,anthonyrichardson,172,38,244.5325732,32.44621281,7.5136605,1,4.526315789,7.5365521,243.7898275
2024,15,JAX,NYJ,macjones,294,46,184.6484417,29.62415933,6.213273455,1,6.391304348,6.233035666,184.0630028
2024,15,KC,CLE,patrickmahomes,159,38,229.5414826,33.04469777,6.954937295,0.95,4.184210526,6.946393768,229.8238009
2024,15,LAC,TB,justinherbert,195,33,211.6418331,29.96270396,7.125788857,0.9705882353,5.909090909,7.063509135,213.507902
2024,15,LAR,SF,matthewstafford,160,27,258.6804989,34.18523817,7.556683018,1,5.925925926,7.56702345,258.3270088
2024,15,MIA,HOU,tuatagovailoa,196,40,254.1787756,32.95026862,7.696197807,1,4.9,7.714012244,253.5917851
2024,15,MIN,CHI,samdarnold,231,40,209.6955356,30.32448907,6.931776039,1,5.775,6.915055853,210.2025667
2024,15,NE,ARI,drakemaye,202,23,197.583567,30.92362312,6.404529504,1,8.782608696,6.389405481,198.0512567
2024,15,NYJ,JAX,aaronrodgers,289,30,207.2203625,32.55138087,6.366170671,1,9.633333333,6.365946913,207.2276462
2024,15,PHI,PIT,jalenhurts,290,32,237.922738,31.82553261,7.496101152,1,9.0625,7.475844659,238.5674117
2024,15,PIT,PHI,russellwilson,128,22,231.9717303,31.84885173,7.269409781,1,5.818181818,7.283519428,231.5223543
2024,15,SF,LAR,brockpurdy,142,31,251.120163,28.75448278,8.669332354,1,4.580645161,8.733252651,249.2821679
2024,15,TB,LAC,bakermayfield,288,27,231.2117323,31.31587753,7.391014188,1,10.66666667,7.383211025,231.4560952
2024,15,WAS,NO,jaydendaniels,226,31,226.8138747,30.9042477,7.351633292,1,7.290322581,7.339245948,227.1966962
2024,16,ARI,CAR,kylermurray,202,32,221.4405176,31.06796795,7.135540067,1,6.3125,7.127615106,221.6867301
2024,16,BAL,PIT,lamarjackson,207,23,257.3809778,30.88172406,8.367042679,1,9,8.334410908,258.3887032
2024,16,BUF,NE,joshallen,154,29,228.5212076,29.75112455,7.63295633,1,5.310344828,7.681094784,227.0890345
2024,16,CHI,DET,calebwilliams,334,40,203.0217108,31.52904864,6.445697696,1,8.35,6.439195585,203.2267162
2024,16,CIN,CLE,joeburrow,252,30,228.1385431,33.0120638,6.941408524,1,8.4,6.91076282,229.150221
2024,16,DAL,TB,cooperrush,292,35,195.8913628,35.64298329,5.506415108,1,8.342857143,5.495930606,196.2650617
2024,16,DEN,LAC,bonix,263,40,204.3049883,31.38532113,6.49364447,1,6.575,6.509571384,203.805117
2024,16,DET,CHI,jaredgoff,336,32,272.0958596,33.49978413,8.114923792,1,10.5,8.122316807,271.8481952
2024,16,GB,NO,jordanlove,182,28,240.717322,30.73963476,7.809462668,0.9333333333,6.5,7.830845222,240.0600301
2024,16,HOU,KC,cjstroud,244,39,232.3400224,31.46406272,7.328259856,1,6.256410256,7.384298221,230.5768278
2024,16,IND,TEN,anthonyrichardson,131,11,238.6495589,32.57707034,7.355316477,1,11.90909091,7.325691243,239.6146623
2024,16,JAX,LV,macjones,247,39,187.7960663,30.08763375,6.213208027,1,6.333333333,6.241636276,186.9407275
2024,16,KC,HOU,patrickmahomes,260,41,225.6168689,32.93699628,6.856595211,1,6.341463415,6.84995277,225.8356509
2024,16,LAC,DEN,justinherbert,284,31,211.5246746,29.73480153,7.079247734,1,9.161290323,7.113707298,210.5000263
2024,16,LAR,NYJ,matthewstafford,110,19,254.6462393,34.00365975,7.496339924,1,5.789473684,7.488789181,254.9029922
2024,16,LV,JAX,aidanoconnell,257,38,152.8933944,23.63515044,6.455746055,1,6.763157895,6.468898719,152.5825292
2024,16,MIA,SF,tuatagovailoa,215,34,249.1104591,32.96114668,7.581746516,1,6.323529412,7.557700023,249.903059
2024,16,MIN,SEA,samdarnold,246,35,213.8214991,30.85818746,6.887232313,1,7.028571429,6.92916586,212.5275058
2024,16,NE,BUF,drakemaye,261,36,200.1537706,30.58343298,6.54193847,1,7.25,6.544516135,200.0749367
2024,16,NYG,ATL,drewlock,210,39,134.7445727,23.44730927,5.775649112,1,5.384615385,5.746696612,135.4234309
2024,16,NYJ,LAR,aaronrodgers,256,42,210.7010553,32.25807689,6.513200524,1,6.095238095,6.53173021,210.1033233
2024,16,PIT,BAL,russellwilson,217,33,225.9069757,31.34417727,7.201461293,1,6.575757576,7.207302771,225.7238794
2024,16,SEA,MIN,genosmith,314,43,216.7449451,29.6723006,7.262822382,1,7.302325581,7.304622182,215.5046489
2024,16,SF,MIA,brockpurdy,313,40,247.4004132,28.95876542,8.522152252,1,7.825,8.543196147,246.791008
2024,16,TB,DAL,bakermayfield,303,43,228.3859667,31.25503486,7.344333717,1,7.046511628,7.307173637,229.5474063
2024,16,WAS,PHI,jaydendaniels,258,39,226.8783355,30.94954784,7.339590969,1,6.615384615,7.330586432,227.1570218
2024,17,ARI,LAR,kylermurray,321,48,218.7938668,30.83850261,7.107186308,1,6.6875,7.094827838,219.1749835
2024,17,BAL,HOU,lamarjackson,168,15,264.4118546,30.90172543,8.552733568,0.8823529412,11.2,8.556540159,264.2942244
2024,17,BUF,NYJ,joshallen,182,27,222.0302633,29.64052371,7.558058573,0.9642857143,6.740740741,7.490767217,224.0248144
2024,17,CHI,SEA,calebwilliams,122,28,207.0654778,31.63483435,6.536415951,1,4.357142857,6.545489556,206.7784358
2024,17,CIN,DEN,joeburrow,412,49,228.8701933,32.66233569,6.988485057,1,8.408163265,7.007159424,228.2602449
2024,17,DAL,PHI,cooperrush,147,28,200.3953189,35.43935178,5.638286931,0.9655172414,5.25,5.654598879,199.817234
2024,17,DEN,CIN,bonix,219,31,204.9969426,31.41050839,6.497555736,1,7.064516129,6.526380918,204.0915289
2024,17,DET,SF,jaredgoff,303,34,274.8599492,33.5512997,8.191886929,1,8.911764706,8.192229561,274.8484535
2024,17,GB,MIN,jordanlove,185,30,238.5695454,30.46427149,7.764335715,1,6.166666667,7.831125898,236.5348312
2024,17,HOU,BAL,cjstroud,185,31,231.3256651,31.49756488,7.293709258,0.96875,5.967741935,7.344239658,229.7340806
2024,17,JAX,TEN,macjones,174,22,189.7328128,30.38639161,6.218245792,1,7.909090909,6.244006042,188.9500517
2024,17,KC,PIT,patrickmahomes,320,38,226.8109099,32.98473771,6.840003251,1,8.421052632,6.876238092,225.6157132
2024,17,LAC,NE,justinherbert,281,38,214.7559126,29.85543041,7.217899949,0.95,7.394736842,7.193194324,215.4935097
2024,17,LAR,ARI,matthewstafford,189,32,248.8677219,33.59174435,7.441304918,1,5.90625,7.408597758,249.9664124
2024,17,LV,NO,aidanoconnell,242,35,152.3023557,23.68434997,6.469145746,1,6.914285714,6.430506048,153.2175119
2024,17,MIN,GB,samdarnold,377,43,215.0789538,31.12685685,6.891816834,1,8.76744186,6.909754971,214.520596
2024,17,NE,LAC,drakemaye,117,22,202.3213477,30.85838091,6.583635092,0.9166666667,5.318181818,6.556447285,203.1603195
2024,17,NYG,IND,drewlock,309,23,145.6705804,25.36436316,5.749632267,1,13.43478261,5.743119961,145.8357609
2024,17,PIT,KC,russellwilson,205,37,226.9363587,31.6206805,7.176464387,1,5.540540541,7.176833489,226.9246875
2024,17,SEA,CHI,genosmith,160,23,213.9352066,29.57900873,7.264121874,1,6.956521739,7.232669916,214.8655243
2024,17,SF,DET,brockpurdy,377,35,248.8840319,29.18008021,8.498939879,0.875,10.77142857,8.529244268,247.9997474
2024,17,TB,CAR,bakermayfield,359,32,235.6468189,31.45250291,7.479801131,1,11.21875,7.492148385,235.2584668
2024,17,TEN,JAX,masonrudolph,193,31,202.7554047,28.69281127,7.056720194,1,6.225806452,7.066418234,202.4771407
2024,17,WAS,ATL,jaydendaniels,227,36,226.6810607,31.0881556,7.305142145,1,6.305555556,7.291557067,227.1033957
2024,18,ARI,SF,kylermurray,242,35,221.4112362,31.09381932,7.099191678,1,6.914285714,7.1207475,220.7409834
2024,18,BAL,CLE,lamarjackson,217,32,248.7552113,29.71612653,8.468259259,1,6.78125,8.371051022,251.6438636
2024,18,CHI,GB,calebwilliams,148,29,204.093651,31.53962065,6.445532966,0.9666666667,5.103448276,6.471024281,203.2896646
2024,18,CIN,PIT,joeburrow,277,46,232.8583291,33.01880328,7.038470233,1,6.02173913,7.052294633,232.401864
2024,18,DEN,KC,bonix,321,29,200.0965654,31.27037843,6.400871514,1,11.06896552,6.398917298,200.1576745
2024,18,DET,MIN,jaredgoff,231,33,275.4680932,33.6470102,8.220003342,1,7,8.187000614,276.5785363
2024,18,JAX,IND,macjones,225,32,201.5446934,32.1223072,6.293073493,1,7.03125,6.274290703,202.14804
2024,18,LAC,LV,justinherbert,346,36,214.7059992,29.99969461,7.159815239,1,9.611111111,7.156939495,214.7922707
2024,18,LV,LAC,aidanoconnell,214,34,193.1886666,29.88240544,6.495186888,0.9444444444,6.294117647,6.464963704,194.091808
2024,18,MIN,DET,samdarnold,166,41,219.4083208,31.36715825,6.956050348,1,4.048780488,6.994842156,218.191532
2024,18,NYG,PHI,drewlock,138,29,207.7526731,33.21298303,6.241194628,1,4.75862069,6.255164521,207.2886913
2024,18,NYJ,MIA,aaronrodgers,274,36,186.670861,28.77233314,6.490230426,0.972972973,7.611111111,6.48785971,186.739072
2024,18,PIT,CIN,russellwilson,148,31,227.6754506,31.81040196,7.120461447,1,4.774193548,7.157264183,226.5047407
