season,week,team,starter,authority_type,authority_date,source_url,reason
2026,1,ATL,Tua Tagovailoa,official_team_announcement,2026-09-07,https://www.atlantafalcons.com/news/falcons-name-tua-tagovailoa-starting-quarterback-week-1,Official Falcons Week 1 starter announcement supersedes 2026-09-05 Ourlads depth ordering
